county,batch,page_type,url,external,notes,verify_status,http_status,final_url,audit_confidence,audit_reason,flag_for_review
Gadsden,2,results,https://votegadsdenfl.gov/election-info/election-results/,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] county name 'Gadsden' in page; seat 'Quincy' in page | results keywords: election result, canvass, results | title=""Election Results – Gadsden County Supervisor of Elections""",
Gilchrist,1,homepage,https://www.votegilchrist.com,false,"SOE homepage via state directory — 'Gilchrist County' in page; 'Supervisor of Elections' in page; seat 'Trenton' in page; Florida/FL present; election signals: supervisor of elections, vote by mail, vote-by-mail",ok,200,,confident,"[plain] county name 'Gilchrist' in page; seat 'Trenton' in page | homepage keywords: supervisor of elections, voter registration, vote by mail, early voting | title=""Gilchrist County Supervisor of Elections, FL""",
Gilchrist,1,elections,https://www.votegilchrist.com/election_information/election_dates.php,false,"found via link ""Election Dates"" score=26",ok,200,,confident,"[plain] county name 'Gilchrist' in page; seat 'Trenton' in page | elections keywords: election information, election date, sample ballot, election | title=""Gilchrist County Supervisor of Elections, FL""",
Gilchrist,1,polling,https://www.votegilchrist.com/information_for_voters/precinct_finder.php,false,"found via ""Where Do I Vote"" score=20",ok,200,,confident,"[plain] county name 'Gilchrist' in page; seat 'Trenton' in page | polling keywords: polling place, precinct finder, where to vote, polling | title=""Where to Vote""",
Gilchrist,1,early_voting,https://www.votegilchrist.com/information_for_voters/early_voting.php,false,"found via ""Early Voting"" score=12",ok,200,,confident,"[plain] county name 'Gilchrist' in page; seat 'Trenton' in page | early_voting keywords: early voting, early vote, vote early | title=""Gilchrist County Supervisor of Elections, FL""",
Gilchrist,1,results,https://www.votegilchrist.com/election_information/election_results.php,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] county name 'Gilchrist' in page; seat 'Trenton' in page | results keywords: election result, election night, results | title=""Gilchrist County Supervisor of Elections, FL""",
Glades,1,homepage,https://voteglades.gov/,false,"SOE homepage via state directory — 'Glades County' in page; 'Supervisor of Elections' in page; seat 'Moore Haven' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, vote-by-mail",ok,200,,confident,"[plain] county name 'Glades' in page; seat 'Moore Haven' in page | homepage keywords: supervisor of elections, vote by mail, early voting, elections office | title=""Glades, FL – Glades County Elections Website""",
Glades,1,elections,https://voteglades.gov/voting-info/election-dates/,false,"found via link ""Election Dates"" score=27",ok,200,,confident,"[plain] county name 'Glades' in page; seat 'Moore Haven' in page | elections keywords: election date, election | title=""Election Dates – Glades, FL""",
Glades,1,polling,https://voteglades.gov/voting-info/precinct-finder/,false,"found via ""Polling Location"" score=30",ok,200,,confident,"[plain] county name 'Glades' in page; seat 'Moore Haven' in page | polling keywords: precinct finder | title=""Precinct Finder – Glades, FL""",
Glades,1,early_voting,https://voteglades.gov/voting-info/early-voting/,false,"found via ""Early Voting"" score=12",ok,200,,confident,"[plain] county name 'Glades' in page; seat 'Moore Haven' in page | early_voting keywords: early voting, early vote | title=""Early Voting – Glades, FL""",
Glades,1,results,https://voteglades.gov/voting-info/election-results/,false,"found via ""ELECTION RESULTS"" score=22",ok,200,,confident,"[plain] county name 'Glades' in page; seat 'Moore Haven' in page | results keywords: election result, canvass | title=""Election Result Archives – Glades, FL""",
Gulf,1,homepage,https://votegulf.gov/,false,"SOE homepage via state directory — 'Gulf County' in page; 'Supervisor of Elections' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, voter registration",ok,200,,confident,"[plain] county name 'Gulf' in page | homepage keywords: supervisor of elections, voter registration, vote by mail, early voting | title=""Gulf County Supervisor of Elections | Rhonda Pierce""",
Gulf,1,elections,https://votegulf.gov/elections/,false,corrected: discovery picked a 'dates to remember' widget; this is the Elections section landing page,ok,200,,confident,"[plain] county name 'Gulf' in page | elections keywords: upcoming election, election date, sample ballot, election | title=""Elections | Gulf County Supervisor of Elections""",
Gulf,1,polling,https://votegulf.gov/voters/where-to-vote/,false,"found via ""Where to Vote"" score=12",ok,200,,confident,"[plain] county name 'Gulf' in page | polling keywords: polling place, where to vote, polling | title=""Where to Vote | Gulf County Supervisor of Elections""",
Gulf,1,early_voting,https://votegulf.gov/voters/early-voting/,false,"found via ""Vote Early"" score=17",ok,200,,confident,"[plain] county name 'Gulf' in page | early_voting keywords: early voting, vote early | title=""Vote Early | Gulf County Supervisor of Elections""",
Gulf,1,results,https://votegulf.gov/elections/election-results/,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] county name 'Gulf' in page | results keywords: election result, results | title=""Election Results | Gulf County Supervisor of Elections""",
Hamilton,1,homepage,https://www.hamiltonvotesfl.gov,false,"SOE homepage via state directory — 'Hamilton County' in page; 'Supervisor of Elections' in page; seat 'Jasper' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, early voting",ok,200,,confident,"[plain] county name 'Hamilton' in page; seat 'Jasper' in page | homepage keywords: supervisor of elections, vote by mail, early voting | title=""Hamilton County Supervisor of Elections | Laura Hutto""",
Hamilton,1,elections,https://www.hamiltonvotesfl.gov/elections/,false,corrected: discovery picked the voting-system page; this is the Elections section landing page,ok,200,,confident,"[plain] county name 'Hamilton' in page; seat 'Jasper' in page | elections keywords: upcoming election, sample ballot, election | title=""Elections | Hamilton County Supervisor of Elections, Laura Hutto""",
Hamilton,1,polling,https://www.hamiltonvotesfl.gov/voters/where-to-vote-in-person/,false,"found via ""Where to Vote in Person"" score=12",ok,200,,confident,"[plain] county name 'Hamilton' in page; seat 'Jasper' in page | polling keywords: polling place, where to vote, polling | title=""Where to Vote in Person | Hamilton County Supervisor of Elections, Lau""",
Hamilton,1,early_voting,https://www.hamiltonvotesfl.gov/voters/vote-early/,false,"found via ""Early Voting"" score=17",ok,200,,confident,"[plain] county name 'Hamilton' in page; seat 'Jasper' in page | early_voting keywords: early voting, vote early | title=""Vote Early | Hamilton County Supervisor of Elections, Laura Hutto""",
Hamilton,1,results,https://www.hamiltonvotesfl.gov/elections/election-results/,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] county name 'Hamilton' in page; seat 'Jasper' in page | results keywords: election result, results | title=""Election Results | Hamilton County Supervisor of Elections, Laura Hutt""",
Hardee,1,homepage,https://hardeeflvotes.gov,false,"SOE homepage via state directory — 'Hardee County' in page; 'Supervisor of Elections' in page; seat 'Wauchula' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote-by-mail, voter registration",ok,200,,confident,"[plain] county name 'Hardee' in page; seat 'Wauchula' in page | homepage keywords: supervisor of elections, voter registration, early voting, elections office | title=""Hardee, FL Elections Website – Hardee, FL Elections Website""",
Hardee,1,elections,https://hardeeflvotes.gov/election-information/upcoming-elections/,false,"found via link ""Upcoming Elections"" score=46",ok,200,,confident,"[plain] county name 'Hardee' in page; seat 'Wauchula' in page | elections keywords: upcoming election, election information, sample ballot, election | title=""Upcoming Elections – Hardee, FL Elections Website""",
Hardee,1,polling,https://hardeeflvotes.gov/voter-information/find-my-precinct/,false,"found via ""Find My Precinct"" score=18",ok,200,,likely,"[plain] county name 'Hardee' in page; seat 'Wauchula' in page | weak polling keywords: precinct | title=""Find My Precinct – Hardee, FL Elections Website""",
Hardee,1,early_voting,https://hardeeflvotes.gov/2026-primary-election/,false,verified: no standing early-voting page; the per-election hub is the only place early voting is published — refresh each cycle,ok,200,,likely,"[plain] county name 'Hardee' in page; seat 'Wauchula' in page | weak early_voting keywords: hours, site | title=""2026 Primary Election – Hardee, FL Elections Website""",
Hardee,1,results,,false,GAP: no county-specific page found (best candidate was an unrelated third-party site),gap,,,gap,GAP: no county-specific page found (best candidate was an unrelated third-party site),
Hendry,1,homepage,https://www.hendryelections.gov,false,"SOE homepage via state directory — 'Hendry County' in page; 'Supervisor of Elections' in page; seat 'LaBelle' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, voter registration",ok,200,,confident,"[plain] county name 'Hendry' in page; seat 'LaBelle' in page | homepage keywords: supervisor of elections, voter registration, vote by mail, early voting | title=""Hendry County Supervisor of Elections, FL""",
Hendry,1,elections,https://www.hendryelections.gov/voter/index.php,false,"found via link ""Voter Information"" score=23",ok,200,,confident,"[plain] county name 'Hendry' in page; seat 'LaBelle' in page | elections keywords: election information, sample ballot, election | title=""Hendry County Supervisor of Elections, FL""",
Hendry,1,polling,https://www.hendryelections.gov/voter/polling_locations.php,false,"found via ""Polling Locations"" score=22",ok,200,,confident,"[plain] county name 'Hendry' in page; seat 'LaBelle' in page | polling keywords: polling place, polling location, precinct finder, polling | title=""Hendry County Supervisor of Elections, FL""",
Hendry,1,early_voting,https://www.hendryelections.gov/elections/early_voting.php,false,"found via ""Early Voting"" score=12",ok,200,,confident,"[plain] county name 'Hendry' in page; seat 'LaBelle' in page | early_voting keywords: early voting, vote early | title=""Hendry County Supervisor of Elections, FL""",
Hendry,1,results,https://www.hendryelections.gov/elections/election_results.php,false,"found via ""Archived Election Results"" score=22",ok,200,,confident,"[plain] county name 'Hendry' in page; seat 'LaBelle' in page | results keywords: election result, results | title=""Hendry County Supervisor of Elections, FL""",
Hernando,1,homepage,https://www.hernandovotes.gov,false,"SOE homepage via state directory — 'Hernando County' in page; 'Supervisor of Elections' in page; seat 'Brooksville' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote-by-mail, early voting",ok,200,,confident,"[plain] county name 'Hernando' in page; seat 'Brooksville' in page | homepage keywords: supervisor of elections, early voting, elections office | title=""Hernando County SOE, FL | Official Website""",
Hernando,1,elections,https://www.hernandovotes.gov/27/Election-Information,false,"found via link ""Election Information"" score=21",ok,200,,confident,"[plain] county name 'Hernando' in page; seat 'Brooksville' in page | elections keywords: election information, sample ballot, election | title=""Election Information | Hernando County SOE, FL""",
Hernando,1,polling,https://www.hernandovotes.gov/1195/Precincts-Polling-Locations,false,"found via ""Precincts & Polling Locations"" score=27",ok,200,,confident,"[plain] county name 'Hernando' in page; seat 'Brooksville' in page | polling keywords: polling location, where to vote, polling | title=""Precincts & Polling Locations | Hernando County SOE, FL""",
Hernando,1,early_voting,https://www.hernandovotes.gov/1200/Early-Voting-Locations,false,"found via ""Early Voting Locations"" score=27",ok,200,,confident,"[plain] county name 'Hernando' in page; seat 'Brooksville' in page | early_voting keywords: early voting | title=""Early Voting Locations | Hernando County SOE, FL""",
Hernando,1,results,https://www.hernandovotes.gov/1197/Past-Election-Results,false,"found via ""Past Election Results"" score=18",ok,200,,confident,"[plain] county name 'Hernando' in page; seat 'Brooksville' in page | results keywords: election result, canvass, results | title=""Past Election Results | Hernando County SOE, FL""",
Highlands,1,homepage,https://www.votehighlands.gov,false,"SOE homepage via state directory — 'Highlands County' in page; 'Supervisor of Elections' in page; seat 'Sebring' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote-by-mail, voter registration",ok,200,,confident,"[plain] county name 'Highlands' in page; seat 'Sebring' in page | homepage keywords: supervisor of elections, voter registration, early voting | title=""Election Info | Highlands County Supervisor of Elections | Sebring, FL""",
Highlands,1,elections,https://www.votehighlands.gov/upcoming-elections,false,"found via link ""Upcoming Elections"" score=45",ok,200,,confident,"[plain] county name 'Highlands' in page; seat 'Sebring' in page | elections keywords: upcoming election, sample ballot, election | title=""Upcoming Elections | Highlands County Supervisor of Elections | Sebrin""",
Highlands,1,polling,https://www.votehighlands.gov/where-do-i-vote,false,corrected: discovery picked a stale 2024 candidate list; this is the standing polling-place page,ok,200,,confident,"[plain] county name 'Highlands' in page; seat 'Sebring' in page | polling keywords: polling place, where do i vote, polling | title=""Polling Place Info | Highlands County Supervisor of Elections | Sebrin""",
Highlands,1,early_voting,https://www.votehighlands.gov/early-voting,false,"found via ""View Early Vote Sites"" score=17",ok,200,,confident,"[plain] county name 'Highlands' in page; seat 'Sebring' in page | early_voting keywords: early voting, vote early | title=""Early Voting Information | Highlands County Supervisor of Elections | """,
Highlands,1,results,https://www.votehighlands.gov/elections-results,false,verified: 'Elections Results' is the standing results page,ok,200,,confident,"[plain] county name 'Highlands' in page; seat 'Sebring' in page | results keywords: canvass, results | title=""Elections Results | Highlands County Supervisor of Elections | Sebring""",
Hillsborough,1,homepage,https://www.votehillsborough.gov,false,"SOE homepage via state directory — 'Hillsborough County' in page; 'Supervisor of Elections' in page; seat 'Tampa' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, voter registration",ok,200,,confident,"[plain] county name 'Hillsborough' in page; seat 'Tampa' in page | homepage keywords: supervisor of elections, voter registration, vote by mail, early voting | title=""Hillsborough County Elections, FL | Official Website""",
Hillsborough,1,elections,https://www.votehillsborough.gov/AlertCenter.aspx,false,"found via link ""Election Information"" score=21",ok,200,,confident,"[plain] county name 'Hillsborough' in page; seat 'Tampa' in page | elections keywords: election information, election | title=""Alert Center • Hillsborough County Elections, FL • CivicEnga""",
Hillsborough,1,polling,https://www.votehillsborough.gov/159/Voting-Precincts,false,"found via ""Look Up the Polling Place Assigned to Yo"" score=27",ok,200,,confident,"[plain] county name 'Hillsborough' in page; seat 'Tampa' in page | polling keywords: polling place, precinct finder, polling | title=""Voting Precincts | Hillsborough County Elections, FL""",
Hillsborough,1,early_voting,https://www.votehillsborough.gov/171/Early-Voting,false,corrected: discovery fell back to the 2026 primary hub; this is the standing early-voting page,ok,200,,confident,"[plain] county name 'Hillsborough' in page; seat 'Tampa' in page | early_voting keywords: early voting | title=""Early Voting | Hillsborough County Elections, FL""",
Hillsborough,1,results,https://www.votehillsborough.gov/183/Election-Results,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] county name 'Hillsborough' in page; seat 'Tampa' in page | results keywords: election result, results | title=""Election Results | Hillsborough County Elections, FL""",
Holmes,1,homepage,https://holmeselectionsfl.gov/,false,"SOE homepage via state directory — 'Holmes County' in page; 'Supervisor of Elections' in page; seat 'Bonifay' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, vote-by-mail",ok,200,,confident,"[plain] county name 'Holmes' in page; seat 'Bonifay' in page | homepage keywords: supervisor of elections, vote by mail, early voting, elections office | title=""Holmes County Supervisor of Elections – H. Russell 'Rusty' Williams""",
Holmes,1,elections,https://holmeselectionsfl.gov/voter-information/,false,"found via link ""Voter Info"" score=18",ok,200,,confident,"[plain] county name 'Holmes' in page; seat 'Bonifay' in page | elections keywords: sample ballot, election | title=""Voter Information – Holmes County Supervisor of Elections""",
Holmes,1,polling,https://holmeselectionsfl.gov/voter-information/where-to-vote/,false,"found via ""Where to Vote"" score=12",ok,200,,confident,"[plain] county name 'Holmes' in page; seat 'Bonifay' in page | polling keywords: precinct finder, where to vote | title=""Where to Vote – Holmes County Supervisor of Elections""",
Holmes,1,early_voting,,false,"GAP: no early-voting page published — discovery had substituted the vote-by-mail page, which is a different voting method; the site's Voter Information section has no early-voting entry (sitemap confirmed)",gap,,,gap,,
Holmes,1,results,,false,GAP: no county-specific page found (best candidate was an unrelated third-party site),gap,,,gap,GAP: no county-specific page found (best candidate was an unrelated third-party site),
Indian River,1,homepage,https://www.voteindianriver.gov,false,"SOE homepage via state directory — 'Indian River County' in page; 'Supervisor of Elections' in page; seat 'Vero Beach' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote-by-mail, voter registration",ok,200,,confident,"[plain] county name 'Indian River' in page; seat 'Vero Beach' in page | homepage keywords: supervisor of elections, voter registration, early voting, elections office | title=""Indian River County Supervisor of Elections""",
Indian River,1,elections,https://www.voteindianriver.gov/election_information/upcoming_elections.php,false,"found via link ""Upcoming Elections"" score=46",ok,200,,confident,"[plain] county name 'Indian River' in page; seat 'Vero Beach' in page | elections keywords: upcoming election, sample ballot, election | title=""Indian River County Supervisor of Elections FL""",
Indian River,1,polling,https://www.voteindianriver.gov/polling_places/find_my_polling_place.php,false,"found via ""Find My Polling Place"" score=50",ok,200,,confident,"[plain] county name 'Indian River' in page; seat 'Vero Beach' in page | polling keywords: polling place, polling location, find my polling, polling | title=""Indian River County Supervisor of Elections FL""",
Indian River,1,early_voting,https://www.voteindianriver.gov/election_information/early_voting_information.php,false,"found via ""Early Voting Information"" score=12",ok,200,,confident,"[plain] county name 'Indian River' in page; seat 'Vero Beach' in page | early_voting keywords: early voting, early vote | title=""Indian River County Supervisor of Elections FL""",
Indian River,1,results,https://www.voteindianriver.gov/election_information/election_results_archive.php,false,"found via ""Election Results Archive"" score=22",ok,200,,confident,"[plain] county name 'Indian River' in page; seat 'Vero Beach' in page | results keywords: election result, results | title=""Indian River County Supervisor of Elections FL""",
Jackson,1,homepage,https://votejacksonfl.gov/,false,"SOE homepage via state directory — 'Jackson County' in page; 'Supervisor of Elections' in page; seat 'Marianna' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote-by-mail, voter registration",ok,200,,confident,"[plain] county name 'Jackson' in page; seat 'Marianna' in page | homepage keywords: supervisor of elections, voter registration, early voting | title=""Jackson County (FL) Supervisor of Elections""",
Jackson,1,elections,https://votejacksonfl.gov/election-information/upcoming-elections/,false,"found via link ""Upcoming Elections"" score=46",ok,200,,confident,"[plain] county name 'Jackson' in page; seat 'Marianna' in page | elections keywords: upcoming election, election information, sample ballot, election | title=""Upcoming Elections – Jackson County (FL) Supervisor of Elections""",
Jackson,1,polling,https://votejacksonfl.gov/election-information/polling-place-hours/,false,"found via ""Polling Place Hours"" score=22",ok,200,,confident,"[plain] county name 'Jackson' in page; seat 'Marianna' in page | polling keywords: polling place, precinct finder, polling | title=""Polling Place Hours – Jackson County (FL) Supervisor of Elections""",
Jackson,1,early_voting,https://votejacksonfl.gov/early-voting/,false,corrected: discovery fell back to the election-information hub; this is the standing early-voting page,ok,200,,confident,"[plain] county name 'Jackson' in page; seat 'Marianna' in page | early_voting keywords: early voting, vote early | title=""Early Voting – Jackson County (FL) Supervisor of Elections""",
Jackson,1,results,https://votejacksonfl.gov/election-information/election-results/,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] county name 'Jackson' in page; seat 'Marianna' in page | results keywords: election result, canvass, results | title=""Election Results – Jackson County (FL) Supervisor of Elections""",
Jefferson,1,homepage,https://jeffersonvotesfl.gov/,false,"SOE homepage via state directory — 'Jefferson County' in page; 'Supervisor of Elections' in page; seat 'Monticello' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, vote-by-mail",ok,200,,confident,"[plain] county name 'Jefferson' in page; seat 'Monticello' in page | homepage keywords: supervisor of elections, voter registration, vote by mail, early voting | title=""Jefferson County Supervisor of Elections | Voter Information & Electio""",
Jefferson,1,elections,https://jeffersonvotesfl.gov/events/mail-ballot-send-deadline-for-domestic-voters-general-election/,false,"found via link ""Sep 24, 2026 Mail Ballot ‘Send’ Deadline"" score=10",ok,200,,confident,"[plain] county name 'Jefferson' in page; seat 'Monticello' in page | elections keywords: upcoming election, sample ballot, election | title=""Mail Ballot ‘Send’ Deadline For Domestic Voters: General Election | Je""",
Jefferson,1,polling,https://jeffersonvotesfl.gov/where-to-vote-in-person/,false,"found via ""Where to Vote in Person"" score=12",ok,200,,confident,"[plain] county name 'Jefferson' in page; seat 'Monticello' in page | polling keywords: polling place, where to vote, polling | title=""Voting Locations | Jefferson County Supervisor of Elections""",
Jefferson,1,early_voting,https://jeffersonvotesfl.gov/vote-early/,false,"found via ""Early Voting"" score=17",ok,200,,confident,"[plain] county name 'Jefferson' in page; seat 'Monticello' in page | early_voting keywords: early voting, vote early | title=""Early Voting | Jefferson County Supervisor of Elections""",
Jefferson,1,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Lafayette,1,homepage,https://lafayettevotes.net/,false,"SOE homepage via state directory — 'Lafayette County' in page; 'Supervisor of Elections' in page; seat 'Mayo' in page; Florida/FL present; election signals: supervisor of elections, vote by mail, vote-by-mail",ok,200,,confident,"[plain] county name 'Lafayette' in page; seat 'Mayo' in page | homepage keywords: supervisor of elections, voter registration, vote by mail, early voting | title=""Lafayette County Supervisor of Elections""",
Lafayette,1,elections,,false,"GAP: no distinct elections landing page — lafayettevotes.net has only per-topic pages (results, notices, offices up for election); confirmed against its sitemap",gap,,,gap,,
Lafayette,1,polling,https://lafayettevotes.net/where-do-i-vote/,false,"found via ""Where Do I Vote?"" score=12",ok,200,,confident,"[plain] county name 'Lafayette' in page; seat 'Mayo' in page | polling keywords: where do i vote | title=""Where Do I Vote? – Lafayette County Supervisor of Elections""",
Lafayette,1,early_voting,https://lafayettevotes.net/early-voting/,false,"found via ""2026 Early Voting Dates & Times"" score=25",ok,200,,confident,"[plain] county name 'Lafayette' in page; seat 'Mayo' in page | early_voting keywords: early voting, vote early | title=""2026 Early Voting Dates & Times – Lafayette County Supervisor of Elect""",
Lafayette,1,results,https://lafayettevotes.net/election-results/,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] county name 'Lafayette' in page; seat 'Mayo' in page | results keywords: election result, canvass, results | title=""Election Results – Lafayette County Supervisor of Elections""",
Lake,1,homepage,https://www.lakevotes.gov,false,"SOE homepage via state directory — 'Lake County' in page; 'Supervisor of Elections' in page; seat 'Tavares' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, vote-by-mail",ok,200,,confident,"[plain] county name 'Lake' in page; seat 'Tavares' in page | homepage keywords: vote by mail | title=""Lake County Elections, FL | Official Website""",
Lake,1,elections,https://www.lakevotes.gov/101/Election-Information,false,"found via link ""Election Information"" score=21",ok,200,,confident,"[plain] county name 'Lake' in page; seat 'Tavares' in page | elections keywords: election information, sample ballot, election | title=""Election Information | Lake County Elections, FL""",
Lake,1,polling,https://www.lakevotes.gov/164/Find-My-Precinct,false,"found via ""Find My Precinct"" score=18",ok,200,,confident,"[plain] county name 'Lake' in page; seat 'Tavares' in page | polling keywords: polling place, polling | title=""Find My Precinct | Lake County Elections, FL""",
Lake,1,early_voting,https://www.lakevotes.gov/200/Early-Voting-Locations-Status,false,"found via ""Early Voting Locations & Status"" score=27",ok,200,,confident,"[plain] county name 'Lake' in page; seat 'Tavares' in page | early_voting keywords: early voting | title=""Early Voting Locations & Status | Lake County Elections, FL""",
Lake,1,results,,false,GAP: no county-specific page found (best candidate was an unrelated third-party site),gap,,,gap,GAP: no county-specific page found (best candidate was an unrelated third-party site),
Lee,1,homepage,https://www.lee.vote,false,"SOE homepage via state directory — 'Lee County' in page; 'Supervisor of Elections' in page; seat 'Fort Myers' in page; Florida/FL present; election signals: supervisor of elections, vote by mail, vote-by-mail",ok,200,,confident,"[plain] county name 'Lee' in page; seat 'Fort Myers' in page | homepage keywords: supervisor of elections, voter registration, vote by mail, early voting | title=""Lee County Elections, FL | Official Website""",
Lee,1,elections,https://www.lee.vote/172/Election-Information,false,"found via link ""Election Information"" score=21",ok,200,,confident,"[plain] county name 'Lee' in page; seat 'Fort Myers' in page | elections keywords: election information, election date, sample ballot, election | title=""Election Information | Lee County Elections, FL""",
Lee,1,polling,https://www.lee.vote/245/Precincts-and-Polling-Places,false,"found via ""Precincts and Polling Places"" score=27",ok,200,,confident,"[plain] county name 'Lee' in page; seat 'Fort Myers' in page | polling keywords: polling place, where do i vote, polling | title=""Precincts and Polling Places | Lee County Elections, FL""",
Lee,1,early_voting,https://www.lee.vote/229/Early-Voting-Dates-and-Locations,false,"found via ""Early Voting Locations"" score=27",ok,200,,confident,"[plain] county name 'Lee' in page; seat 'Fort Myers' in page | early_voting keywords: early voting | title=""Early Voting Dates and Locations | Lee County Elections, FL""",
Lee,1,results,https://www.lee.vote/171/Election-Results,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] county name 'Lee' in page; seat 'Fort Myers' in page | results keywords: election result, unofficial result, canvass, election night | title=""Election Results | Lee County Elections, FL""",
Leon,1,homepage,https://www.leonvotes.gov,false,"SOE homepage via state directory — 'Leon County' in page; 'Supervisor of Elections' in page; seat 'Tallahassee' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, vote-by-mail",ok,200,,confident,"[plain] county name 'Leon' in page; seat 'Tallahassee' in page | homepage keywords: supervisor of elections, voter registration, vote by mail, early voting | title=""Homepage of LeonVotes.gov - the website for the Leon County Supervisor""",
Leon,1,elections,https://www.leonvotes.gov/Voting/Dates-Deadlines,false,corrected: leonvotes.gov has no /Elections landing page; 'Dates & Deadlines' is its upcoming-elections page (found by targeted search),ok,200,,confident,"[plain] county name 'Leon' in page; seat 'Tallahassee' in page | elections keywords: upcoming election, election information, election date, sample ballot | title=""Dates & Deadlines""",
Leon,1,polling,https://www.leonvotes.gov/Registration/Check-Your-Info,false,"found via ""Find my Polling Place"" score=50",ok,200,,confident,"[plain] county name 'Leon' in page; seat 'Tallahassee' in page | polling keywords: polling place, find my polling, polling | title=""Check Your Info""",
Leon,1,early_voting,https://www.leonvotes.gov/Voting/Early-Voting/Early-Voting-Locations-Map,false,"found via ""Find Early Voting Sites"" score=34",ok,200,,confident,"[plain] county name 'Leon' in page; seat 'Tallahassee' in page | early_voting keywords: early voting | title=""Early Voting Locations Map""",
Leon,1,results,https://www.leonvotes.gov/Records/Election-Results,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] county name 'Leon' in page; seat 'Tallahassee' in page | results keywords: election result, canvass, results | title=""Election Results""",
Levy,2,homepage,https://www.votelevy.gov/,false,"SOE homepage via state directory — 'Levy County' in page; 'Supervisor of Elections' in page; seat 'Bronson' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, voter registration",ok,200,,confident,"[plain] county name 'Levy' in page; seat 'Bronson' in page | homepage keywords: supervisor of elections, voter registration, vote by mail, early voting | title=""Levy County Supervisor of Elections""",
Levy,2,elections,https://www.votelevy.gov/events/mail-ballot-send-deadline-for-domestic-voters-general-election/,false,"found via link ""Sep 24, 2026 Mail Ballot ‘Send’ Deadline"" score=10",ok,200,,confident,"[plain] county name 'Levy' in page; seat 'Bronson' in page | elections keywords: upcoming election, sample ballot, election | title=""Mail Ballot ‘Send’ Deadline For Domestic Voters: General Election | Le""",
Levy,2,polling,https://www.votelevy.gov/voters/where-to-vote-in-person/,false,"found via ""Where to Vote in Person"" score=12",ok,200,,confident,"[plain] county name 'Levy' in page; seat 'Bronson' in page | polling keywords: polling place, where to vote, polling | title=""Voting Locations | Levy County Supervisor of Elections""",
Levy,2,early_voting,https://www.votelevy.gov/voters/vote-early/,false,"found via ""Early Voting"" score=17",ok,200,,confident,"[plain] county name 'Levy' in page; seat 'Bronson' in page | early_voting keywords: early vote, vote early | title=""Vote Early | Levy County Supervisor of Elections""",
Levy,2,results,https://www.votelevy.gov/elections/election-results/,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] county name 'Levy' in page; seat 'Bronson' in page | results keywords: election result, results | title=""Election Results | Levy County Supervisor of Elections""",
Liberty,1,homepage,https://libertycountyflsoe.gov,false,"SOE homepage via state directory — 'Liberty County' in page; 'Supervisor of Elections' in page; seat 'Bristol' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, voter registration",ok,200,,confident,"[plain] county name 'Liberty' in page; seat 'Bristol' in page | homepage keywords: supervisor of elections, voter registration, vote by mail, elections office | title=""Liberty County (FL) Supervisor of Elections""",
Liberty,1,elections,https://libertycountyflsoe.gov/voter-information/election-dates/,false,"found via link ""Election Dates"" score=27",ok,200,,confident,"[plain] county name 'Liberty' in page; seat 'Bristol' in page | elections keywords: election date, sample ballot, election | title=""Election Dates – Liberty County (FL) Supervisor of Elections""",
Liberty,1,polling,https://libertycountyflsoe.gov/voter-information/polling-places/,false,"found via ""Polling Places"" score=22",ok,200,,confident,"[plain] county name 'Liberty' in page; seat 'Bristol' in page | polling keywords: polling place, where do i vote, polling | title=""Polling Places – Liberty County (FL) Supervisor of Elections""",
Liberty,1,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
